# Technical lifetime of non-LDV transport technologies
#
# Source:
# - Extracted from GEAM_TRP_techinput.xlsx
# - "source" index entries indicate:
#   - "IKARUS": IKARUS transport model
#   - "Krey/Linßen": "Diss Krey 2006" and "Linßen u.a. 2003"
#
# Unit: year
#
source,technology,commodity,year,value
Krey/Linßen,Bus LPG,LPG,2005,14.7
Krey/Linßen,Bus LPG,LPG,2010,14.7
Krey/Linßen,Bus LPG,LPG,2015,14.7
Krey/Linßen,Bus LPG,LPG,2020,14.7
Krey/Linßen,Bus LPG,LPG,2025,14.7
Krey/Linßen,Bus LPG,LPG,2030,14.7
Krey/Linßen,Bus electric,electr,2000,12.5
Krey/Linßen,Bus electric,electr,2005,12.5
Krey/Linßen,Bus electric,electr,2010,12.5
Krey/Linßen,Bus electric,electr,2015,12.5
Krey/Linßen,Bus electric,electr,2020,12.5
Krey/Linßen,Bus electric,electr,2025,12.5
Krey/Linßen,Bus electric,electr,2030,12.4
Krey/Linßen,Reisebus diesel,diesel,2000,15.0
Krey/Linßen,Reisebus diesel,diesel,2005,15.0
Krey/Linßen,Reisebus diesel,diesel,2010,15.0
Krey/Linßen,Reisebus diesel,diesel,2015,15.0
Krey/Linßen,Reisebus diesel,diesel,2020,15.0
Krey/Linßen,Reisebus diesel,diesel,2025,15.0
Krey/Linßen,Reisebus diesel,diesel,2030,15.0
Krey/Linßen,Reisebus diesel efficient,diesel,2000,15.0
Krey/Linßen,Reisebus diesel efficient,diesel,2005,15.0
Krey/Linßen,Reisebus diesel efficient,diesel,2010,15.0
Krey/Linßen,Reisebus diesel efficient,diesel,2015,15.0
Krey/Linßen,Reisebus diesel efficient,diesel,2020,15.0
Krey/Linßen,Reisebus diesel efficient,diesel,2025,15.0
Krey/Linßen,Reisebus diesel efficient,diesel,2030,15.0
Krey/Linßen,Reisebus CNG,CNG,2000,15.0
Krey/Linßen,Reisebus CNG,CNG,2005,15.0
Krey/Linßen,Reisebus CNG,CNG,2010,15.0
Krey/Linßen,Reisebus CNG,CNG,2015,15.0
Krey/Linßen,Reisebus CNG,CNG,2020,15.0
Krey/Linßen,Reisebus CNG,CNG,2025,15.0
Krey/Linßen,Reisebus CNG,CNG,2030,15.0
Krey/Linßen,Reisebus LPG,LPG,2000,15.0
Krey/Linßen,Reisebus LPG,LPG,2005,15.0
Krey/Linßen,Reisebus LPG,LPG,2010,15.0
Krey/Linßen,Reisebus LPG,LPG,2015,15.0
Krey/Linßen,Reisebus LPG,LPG,2020,15.0
Krey/Linßen,Reisebus LPG,LPG,2025,15.0
Krey/Linßen,Reisebus LPG,LPG,2030,15.0
