Entity,Code,Year,Other renewables (including geothermal and biomass) - TWh,Biofuels consumption - TWh,Solar consumption - TWh,Wind consumption - TWh,Hydro consumption - TWh,Nuclear consumption - TWh,Gas consumption - TWh,Coal consumption - TWh,Oil consumption - TWh
Africa,,1987,2.05625,0,0,0,136.26794,17.130554,323.38437,828.3197,1037.7959
Africa,,1988,1.95625,0,0,0,148.87071,29.14722,358.44455,890.1608,1081.3895
Africa,,1989,1.9281249,0,0,0,156.32281,30.830555,371.47104,835.6209,1117.3824
Africa,,1990,2.5179687,0,0,0,159.04071,23.469444,398.6454,877.6783,1138.2854
Africa,,1991,2.5679617,0,0,0,168.47635,25.4,401.6356,853.76215,1142.5394
Africa,,1992,2.668583,0,0,0,160.72302,25.8,421.27026,858.8311,1162.5455
Africa,,1993,2.9667873,0,0,0.005555556,157.4514,20.152777,412.64398,871.7139,1175.4089
Africa,,1994,2.645923,0,0,0.015,159.98903,26.93611,431.82797,894.4478,1213.8041
Africa,,1995,3.21395,0,0,0.0175,165.97299,31.391665,461.2435,922.4713,1253.9824
Africa,,1996,3.9619904,0,0,0.019722221,173.0496,32.708332,484.19174,935.2283,1282.5608
Africa,,1997,4.36372,0,0,0.02,177.31082,35.130554,474.47556,959.0191,1322.649
Africa,,1998,5.3882375,0,0,0.02111111,185.15245,37.780552,499.337,937.039,1351.2659
Africa,,1999,5.343073,0,0,0.054999996,196.34517,35.658333,504.01962,966.0107,1400.9159
Africa,,2000,7.1091027,0,0.033586107,0.48749998,209.17242,36.13889,556.8223,963.7305,1408.781
Africa,,2001,7.3381705,0,0.041582875,1.1480111,223.51,29.610498,634.63617,975.9263,1431.3003
Africa,,2002,7.2253675,0.49108192,0.04508962,1.2152985,233.06349,32.85205,670.63605,934.42163,1465.1776
Africa,,2003,8.26737,0.5419653,0.052540313,1.4593978,225.11453,34.50408,711.5361,1017.0484,1499.0969
Africa,,2004,9.415708,0.6372228,0.06302136,2.082064,236.3867,36.219845,830.44904,1119.162,1569.3588
Africa,,2005,9.591885,0,0.072864145,2.0978177,238.82562,30.356596,808.0279,1039.073,1643.527
Africa,,2006,11.994281,0.07218361,0.09382676,2.279698,246.13551,26.807484,843.7478,1054.0972,1669.9397
Africa,,2007,9.998439,0.7845475,0.117366515,2.702996,253.20493,30.098404,900.4146,1071.6333,1727.311
Africa,,2008,10.382087,0.58101505,0.16492605,3.4615157,255.83662,34.311344,956.9722,1180.7251,1799.118
Africa,,2009,11.407796,0.31096834,0.21927723,4.1720614,261.33035,33.611546,941.2384,1176.0021,1870.0795
Africa,,2010,12.049489,0.18840416,0.52373844,5.949803,280.43506,35.226562,981.41986,1167.1664,1958.0597
Africa,,2011,12.458036,0.5052289,1.5202068,6.1860676,286.87418,33.42487,1061.5934,1149.0251,1958.3862
Africa,,2012,13.458666,0.87925774,2.446318,6.488918,285.77594,33.42122,1147.4296,1120.1858,2105.0354
Africa,,2013,14.44421,0.681545,1.8866906,9.196353,300.0538,36.07672,1170.0558,1132.1521,2203.0942
Africa,,2014,17.60264,0.6882433,4.7216215,12.881439,315.95694,35.099236,1202.3505,1185.7092,2253.4895
Africa,,2015,22.571806,0.83634055,8.9771805,22.56447,306.24426,30.979748,1307.7611,1123.2714,2320.0535
Africa,,2016,22.86489,0.65808946,13.212791,28.087133,299.8301,37.75377,1350.4667,1191.6321,2315.4639
Africa,,2017,23.54982,0.64551115,17.27819,34.034718,313.8263,35.4825,1455.7446,1192.7725,2349.5767
Africa,,2018,25.695318,1.0126725,20.731688,36.727165,334.36368,28.80597,1553.0098,1170.1365,2337.529
Africa,,2019,25.95625,1.359475,27.308928,47.730564,341.1829,32.80198,1576.5094,1239.35,2364.799
Africa,,2020,24.987646,1.4392875,37.48527,47.188435,363.97272,24.45185,1541.8435,1199.677,2145.362
Africa,,2021,25.196325,1.4212295,42.999603,56.552845,383.02304,30.431034,1765.4915,1204.3943,2333.0635
Africa,,2022,26.470917,1.3052491,42.32603,60.74717,397.85297,24.815725,1753.9181,1150.9288,2468.4685
Africa,,2023,30.409824,1.1475792,46.250473,69.292496,407.60355,19.756098,1790.8177,1179.417,2474.7007
Africa,,2024,33.729378,1.1597563,50.888393,70.906006,414.81897,19.024391,1780.349,1194.9971,2543.7734
Africa (EI),,1965,0,0,0,0,38.626762,0,9.57193,323.49615,341.07257
Africa (EI),,1966,0,0,0,0,43.083344,0,10.6980915,323.12222,369.46457
Africa (EI),,1967,0,0,0,0,44.973988,0,10.573844,330.2916,368.28156
Africa (EI),,1968,0,0,0,0,52.606503,0,10.717145,343.51288,389.57162
Africa (EI),,1969,0,0,0,0,61.391357,0,12.520175,346.64288,397.3726
Africa (EI),,1970,0,0,0,0,76.75119,0,15.5485,360.75693,434.28757
Africa (EI),,1971,0.5125,0,0,0,72.259415,0,18.405264,383.0123,472.22516
Africa (EI),,1972,0.515625,0,0,0,82.31443,0,24.670658,384.21082,509.09583
Africa (EI),,1973,0.53125,0,0,0,87.0714,0,39.551792,408.91034,549.6427
Africa (EI),,1974,0.546875,0,0,0,99.07521,0,44.518486,425.6462,570.538
Africa (EI),,1975,0.5375,0,0,0,104.77214,0,53.63838,451.0805,598.6075
Africa (EI),,1976,0.578125,0,0,0,116.10454,0,60.98139,481.07416,651.3652
Africa (EI),,1977,0.590625,0,0,0,127.57991,0,68.23419,491.69846,692.9117
Africa (EI),,1978,0.609375,0,0,0,128.63037,0,97.369896,477.8156,730.7279
Africa (EI),,1979,0.628125,0,0,0,137.6812,0,148.84282,507.24698,770.22455
Africa (EI),,1980,0.646875,0,0,0,134.19939,0,186.91397,543.55707,818.9584
Africa (EI),,1981,0.68125,0,0,0,139.42473,0,228.49115,635.79877,887.7277
Africa (EI),,1982,0.7375,0,0,0,139.46176,0,246.73354,701.17584,930.6774
Africa (EI),,1983,0.71875,0,0,0,125.686554,0,271.27536,713.2461,964.2179
Africa (EI),,1984,0.73125,0,0,0,123.58326,10.902778,259.9028,762.8979,978.6124
Africa (EI),,1985,0.840625,0,0,0,137.36023,14.763888,278.84274,787.1659,1003.6883
Africa (EI),,1986,2.059375,0,0,0,142.07048,24.452778,313.27118,805.356,979.9832
Africa (EI),,1987,2.05625,0,0,0,136.26794,17.130554,323.38437,828.3197,1037.7959
Africa (EI),,1988,1.95625,0,0,0,148.87071,29.14722,358.44455,890.1608,1081.3895
Africa (EI),,1989,1.9281249,0,0,0,156.32281,30.830555,371.47104,835.6209,1117.3824
Africa (EI),,1990,2.5179687,0,0,0,159.04071,23.469444,398.6454,877.6783,1138.2854
Africa (EI),,1991,2.5679617,0,0,0,168.47635,25.4,401.6356,853.76215,1142.5394
Africa (EI),,1992,2.668583,0,0,0,160.72302,25.8,421.27026,858.8311,1162.5455
Africa (EI),,1993,2.9667873,0,0,0.005555556,157.4514,20.152777,412.64398,871.7139,1175.4089
Africa (EI),,1994,2.645923,0,0,0.015,159.98903,26.93611,431.82797,894.4478,1213.8041
Africa (EI),,1995,3.21395,0,0,0.0175,165.97299,31.391665,461.2435,922.4713,1253.9824
Africa (EI),,1996,3.9619904,0,0,0.019722221,173.0496,32.708332,484.19174,935.2283,1282.5608
Africa (EI),,1997,4.36372,0,0,0.02,177.31082,35.130554,474.47556,959.0191,1322.649
Africa (EI),,1998,5.3882375,0,0,0.02111111,185.15245,37.780552,499.337,937.039,1351.2659
Africa (EI),,1999,5.343073,0,0,0.054999996,196.34517,35.658333,504.01962,966.0107,1400.9159
Africa (EI),,2000,7.1091027,0,0.033586107,0.48749998,209.17242,36.13889,556.8223,963.7305,1408.781
Africa (EI),,2001,7.3381705,0,0.041582875,1.1480111,223.51,29.610498,634.63617,975.9263,1431.3003
Africa (EI),,2002,7.2253675,0.49108192,0.04508962,1.2152985,233.06349,32.85205,670.63605,934.42163,1465.1776
Africa (EI),,2003,8.26737,0.5419653,0.052540313,1.4593978,225.11453,34.50408,711.5361,1017.0484,1499.0969
Africa (EI),,2004,9.415708,0.6372228,0.06302136,2.082064,236.3867,36.219845,830.44904,1119.162,1569.3588
Africa (EI),,2005,9.591885,0,0.072864145,2.0978177,238.82562,30.356596,808.0279,1039.073,1643.527
Africa (EI),,2006,11.994281,0.07218361,0.09382676,2.279698,246.13551,26.807484,843.7478,1054.0972,1669.9397
Africa (EI),,2007,9.998439,0.7845475,0.117366515,2.702996,253.20493,30.098404,900.4146,1071.6333,1727.311
Africa (EI),,2008,10.382087,0.58101505,0.16492605,3.4615157,255.83662,34.311344,956.9722,1180.7251,1799.118
Africa (EI),,2009,11.407796,0.31096834,0.21927723,4.1720614,261.33035,33.611546,941.2384,1176.0021,1870.0795
Africa (EI),,2010,12.049489,0.18840416,0.52373844,5.949803,280.43506,35.226562,981.41986,1167.1664,1958.0597
Africa (EI),,2011,12.458036,0.5052289,1.5202068,6.1860676,286.87418,33.42487,1061.5934,1149.0251,1958.3862
Africa (EI),,2012,13.458666,0.87925774,2.446318,6.488918,285.77594,33.42122,1147.4296,1120.1858,2105.0354
Africa (EI),,2013,14.44421,0.681545,1.8866906,9.196353,300.0538,36.07672,1170.0558,1132.1521,2203.0942
Africa (EI),,2014,17.60264,0.6882433,4.7216215,12.881439,315.95694,35.099236,1202.3505,1185.7092,2253.4895
Africa (EI),,2015,22.571806,0.83634055,8.9771805,22.56447,306.24426,30.979748,1307.7611,1123.2714,2320.0535
Africa (EI),,2016,22.86489,0.65808946,13.212791,28.087133,299.8301,37.75377,1350.4667,1191.6321,2315.4639
Africa (EI),,2017,23.54982,0.64551115,17.27819,34.034718,313.8263,35.4825,1455.7446,1192.7725,2349.5767
Africa (EI),,2018,25.695318,1.0126725,20.731688,36.727165,334.36368,28.80597,1553.0098,1170.1365,2337.529
Africa (EI),,2019,25.95625,1.359475,27.308928,47.730564,341.1829,32.80198,1576.5094,1239.35,2364.799
Africa (EI),,2020,24.987646,1.4392875,37.48527,47.188435,363.97272,24.45185,1541.8435,1199.677,2145.362
Africa (EI),,2021,25.196325,1.4212295,42.999603,56.552845,383.02304,30.431034,1765.4915,1204.3943,2333.0635
Africa (EI),,2022,26.470917,1.3052491,42.32603,60.74717,397.85297,24.815725,1753.9181,1150.9288,2468.4685
Africa (EI),,2023,30.409824,1.1475792,46.250473,69.292496,407.60355,19.756098,1790.8177,1179.417,2474.7007
Africa (EI),,2024,33.729378,1.1597563,50.888393,70.906006,414.81897,19.024391,1780.349,1194.9971,2543.7734
Algeria,DZA,1965,0,0,0,0,1.111111,0,7.4305,0.81409997,15.4052515
Algeria,DZA,1966,0,0,0,0,0.98611104,0,7.71925,0.79084,20.272705
Algeria,DZA,1967,0,0,0,0,1.1388888,0,7.48825,0.60476,18.942032
Algeria,DZA,1968,0,0,0,0,1.5638889,0,7.87325,0.63965,20.167301
Algeria,DZA,1969,0,0,0,0,1.0027777,0,10.351687,0.81409997,21.305931
Algeria,DZA,1970,0,0,0,0,1.611111,0,9.730875,0.96528995,24.34768
Algeria,DZA,1971,0,0,0,0,0.9166667,0,11.0494995,0.26749,27.44005
Algeria,DZA,1972,0,0,0,0,1.375,0,12.830126,0.23259999,30.121414
Algeria,DZA,1973,0,0,0,0,2.0888886,0,17.859186,0.26749,32.900345
Algeria,DZA,1974,0,0,0,0,1.3805555,0,20.6745,0.22096999,36.54384
Algeria,DZA,1975,0,0,0,0,0.9111111,0,28.49,0.27912,40.63067
Algeria,DZA,1976,0,0,0,0,1.0805556,0,33.6875,0.54661,46.71773
Algeria,DZA,1977,0,0,0,0,0.7472222,0,35.901253,0.70943,52.806496
Algeria,DZA,1978,0,0,0,0,0.6944444,0,57.65375,0.36053002,54.607944
Algeria,DZA,1979,0,0,0,0,0.80833334,0,81.52375,0.83736,65.31862
Algeria,DZA,1980,0,0,0,0,0.7138889,0,109.43625,0.74432,66.20243
Algeria,DZA,1981,0,0,0,0,1.0166667,0,142.25749,0.52335,71.323074
Algeria,DZA,1982,0,0,0,0,1.3305556,0,161.41125,9.711049,75.57342
Algeria,DZA,1983,0,0,0,0,0.65277773,0,176.71501,8.66435,84.89242
Algeria,DZA,1984,0,0,0,0,1.2555555,0,155.25125,9.60638,94.00201
Algeria,DZA,1985,0,0,0,0,1.7944444,0,153.8075,10.025061,96.5538
Algeria,DZA,1986,0,0,0,0,0.6944444,0,168.4375,10.29255,98.021255
Algeria,DZA,1987,0,0,0,0,1.3861111,0,172.2875,12.30454,99.10052
Algeria,DZA,1988,0,0,0,0,0.5083333,0,194.13625,11.57185,99.1726
Algeria,DZA,1989,0,0,0,0,0.62777776,0,182.68251,9.78083,103.93666
Algeria,DZA,1990,0,0,0,0,0.375,0,195.09875,7.6641703,111.811615
Algeria,DZA,1991,0,0,0,0,0.8138889,0,192.69249,7.9084,110.627785
Algeria,DZA,1992,0,0,0,0,0.55277777,0,198.94875,9.397039,111.292656
Algeria,DZA,1993,0,0,0,0,0.9805555,0,178.54375,7.6525397,110.754875
Algeria,DZA,1994,0,0,0,0,0.46111107,0,188.16875,7.2106,106.050896
Algeria,DZA,1995,0,0,0,0,0.5361111,0,202.22125,7.2106,103.14229
Algeria,DZA,1996,0,0,0,0,0.375,0,207.7075,3.3959599,98.42208
Algeria,DZA,1997,0,0,0,0,0.20833333,0,194.04001,5.95456,97.64342
Algeria,DZA,1998,0,0,0,0,0.5972222,0,200.68126,6.37324,100.65875
Algeria,DZA,1999,0,0,0,0,0.56388885,0,205.10875,6.8268104,98.898346
Algeria,DZA,2000,0,0,0,0,0.14999999,0,191.01294,5.64055,103.13248
Algeria,DZA,2001,0,0,0,0,0.19060774,0,197.32211,6.5127997,106.77533
Algeria,DZA,2002,0,0,0,0,0.15616438,0,194.83888,8.54805,118.397224
Algeria,DZA,2003,0,0,0,0,0.72207075,0,205.93169,7.04778,123.17412
Algeria,DZA,2004,0,0,0,0,0.6802168,0,211.89919,8.40849,128.74683
Algeria,DZA,2005,0,0,0,0,1.492742,0,223.55988,6.9082203,134.21338
Algeria,DZA,2006,0,0,0,0,0.58181816,0,228.4975,10.25766,139.84572
Algeria,DZA,2007,0,0,0,0,0.60106385,0,233.80682,8.80391,156.39
Algeria,DZA,2008,0,0,0,0,0.74670184,0,244.04189,8.80391,169.91591
Algeria,DZA,2009,0,0,0,0,0.8976378,0,262.1176,5.65218,180.13443
Algeria,DZA,2010,0,0,0.023697918,0,0.4505208,0,253.27226,3.6053,181.61191
Algeria,DZA,2011,0,0,0.046939768,0,0.9792746,0,267.9696,3.19825,192.22765
Algeria,DZA,2012,0,0,0.06887375,0,1.0025773,0,298.74075,3.3959599,204.39526
Algeria,DZA,2013,0,0,0.07314578,0,0.25319692,0,321.21512,1.83754,213.57639
Algeria,DZA,2014,0,0,0.15267175,0.002544529,0.49109414,0,360.91824,2.08177,221.92514
Algeria,DZA,2015,0,0,0.14683543,0.04810126,0.3670886,0,379.225,1.5467899,236.14848
Algeria,DZA,2016,0,0,0.6155779,0.047869485,0.18090451,0,385.9625,0.56987,229.56384
Algeria,DZA,2017,0,0,1.26,0.0475,0.14,0,394.625,2.11666,225.51212
Algeria,DZA,2018,0,0,1.4999999,0.02487562,0.29104477,0,434.08752,5.815,227.7859
Algeria,DZA,2019,0,0,1.5222772,0.024752473,0.3762376,0,450.54623,4.80319,236.9513
Algeria,DZA,2020,0,0,1.691358,0.019012345,0.12246914,0,433.50037,1.52353,211.92545
Algeria,DZA,2021,0,0,1.635468,0.02586207,0.022906404,0,481.52914,3.10521,221.2037
Algeria,DZA,2022,0,0,1.5945946,0.039312042,0.039312042,0,503.38748,2.17481,226.91005
Algeria,DZA,2023,0,0,1.6682928,0.039024394,0.07073171,0,542.33026,2.10503,238.2033
Algeria,DZA,2024,0,0,1.6728634,0.03913131,0.12482927,0,505.4759,1.7369871,250.97054
Angola,AGO,1965,,0,,,,0,,,
Angola,AGO,1966,,0,,,,0,,,
Angola,AGO,1967,,0,,,,0,,,
Angola,AGO,1968,,0,,,,0,,,
Angola,AGO,1969,,0,,,,0,,,
Angola,AGO,1970,,0,,,,0,,,
Angola,AGO,1971,,0,,,,0,,,
Angola,AGO,1972,,0,,,,0,,,
Angola,AGO,1973,,0,,,,0,,,
Angola,AGO,1974,,0,,,,0,,,
Angola,AGO,1975,,0,,,,0,,,
Angola,AGO,1976,,0,,,,0,,,
Angola,AGO,1977,,0,,,,0,,,
Angola,AGO,1978,,0,,,,0,,,
Angola,AGO,1979,,0,,,,0,,,
Angola,AGO,1980,,0,,,,0,,,
Angola,AGO,1981,,0,,,,0,,,
Angola,AGO,1982,,0,,,,0,,,
Angola,AGO,1983,,0,,,,0,,,
Angola,AGO,1984,,0,,,,0,,,
Angola,AGO,1985,,0,,,,0,,,
Angola,AGO,1986,,0,,,,0,,,
Angola,AGO,1987,,0,,,,0,,,
Angola,AGO,1988,,0,,,,0,,,
Angola,AGO,1989,,0,,,,0,,,
Angola,AGO,1990,,0,,,,0,,,
Angola,AGO,1991,,0,,,,0,,,
Angola,AGO,1992,,0,,,,0,,,
Angola,AGO,1993,,0,,,,0,,,
Angola,AGO,1994,,0,,,,0,,,
Angola,AGO,1995,,0,,,,0,,,
Angola,AGO,1996,,0,,,,0,,,
Angola,AGO,1997,,0,,,,0,,,
Angola,AGO,1998,,0,,,,0,,,
Angola,AGO,1999,,0,,,,0,,,
Angola,AGO,2000,,0,,,,0,,,
Angola,AGO,2001,,0,,,,0,,,
Angola,AGO,2002,,0,,,,0,,,
Angola,AGO,2003,,0,,,,0,,,
Angola,AGO,2004,,0,,,,0,,,
Angola,AGO,2005,,0,,,,0,,,
Angola,AGO,2006,,0,,,,0,,,
Angola,AGO,2007,,0,,,,0,,,
Angola,AGO,2008,,0,,,,0,,,
Angola,AGO,2009,,0,,,,0,,,
Angola,AGO,2010,,0,,,,0,,,
Angola,AGO,2011,,0,,,,0,,,
Angola,AGO,2012,,0,,,,0,,,
Angola,AGO,2013,,0,,,,0,,,
Angola,AGO,2014,,0,,,,0,,,
Angola,AGO,2015,,0,,,,0,,,
Angola,AGO,2016,,0,,,,0,,,
Angola,AGO,2017,,0,,,,0,,,
Angola,AGO,2018,,0,,,,0,,,
Angola,AGO,2019,,0,,,,0,,,
Angola,AGO,2020,,0,,,,0,,,
Angola,AGO,2021,,0,,,,0,,,
Angola,AGO,2022,,0,,,,0,,,
Angola,AGO,2023,,0,,,,0,,,
Angola,AGO,2024,,0,,,,0,,,
Argentina,ARG,1965,0,0,0,0,3.4031005,0,41.234,8.4550495,275.2159
Argentina,ARG,1966,0,0,0,0,3.4470282,0,44.6572,6.971818,283.8763
Argentina,ARG,1967,0,0,0,0,3.5297158,0,46.699448,7.840397,290.73495
Argentina,ARG,1968,0,0,0,0,4.160207,0,51.999577,7.6190352,296.7972
Argentina,ARG,1969,0,0,0,0,3.7312658,0,51.805077,9.12217,308.01144
Argentina,ARG,1970,0.17575578,0,0,0,4.325353,0,58.544502,11.722599,278.4355
Argentina,ARG,1971,0.18434606,0,0,0,4.294856,0,63.202774,10.277542,296.50113
Argentina,ARG,1972,0.2375856,0,0,0,4.1740174,0,70.92443,8.651295,295.18622
Argentina,ARG,1973,0.18740703,0,0,0,8.326193,0,80.70778,9.496523,297.19867
Argentina,ARG,1974,0.1906351,0,0,0,13.874063,2.8777778,85.4244,11.825922,297.124
Argentina,ARG,1975,0.19996977,0,0,0,14.429929,6.9916663,87.525,11.51094,280.82806
Argentina,ARG,1976,0.19050796,0,0,0,13.930284,7.1444445,98.51425,11.642586,290.2354
Argentina,ARG,1977,0.20000958,0,0,0,16.018833,4.547222,102.890495,11.008503,305.6577
Argentina,ARG,1978,0.19991502,0,0,0,21.518383,8.044444,100.070244,13.419195,299.6695
Argentina,ARG,1979,0.29682425,0,0,0,29.602535,7.477777,102.890495,12.501674,320.9211
Argentina,ARG,1980,0.3094301,0,0,0,42.058,6.4999995,112.12925,11.144589,298.28055
Argentina,ARG,1981,0.2719313,0,0,0,40.791096,7.8222218,117.18625,10.560468,279.43146
Argentina,ARG,1982,0.35929188,0,0,0,48.867207,5.194444,133.13525,10.666077,268.86057
Argentina,ARG,1983,0.48429877,0,0,0,51.162525,9.458333,143.152,9.679963,273.41653
Argentina,ARG,1984,0.3593389,0,0,0,55.216293,12.891665,152.39075,7.1852236,260.50323
Argentina,ARG,1985,0.37502003,0,0,0,57.369785,16.016665,155.69725,10.599606,241.9803
Argentina,ARG,1986,0.38746953,0,0,0,58.41735,15.863888,168.24251,12.109349,250.56905
Argentina,ARG,1987,0.3312072,0,0,0,60.868103,17.958334,168.33974,13.439672,267.40317
Argentina,ARG,1988,0.38425404,0,0,0,42.38651,16.105555,196.6395,13.772349,269.00543
Argentina,ARG,1989,0.33125484,0,0,0,36.631645,13.997222,206.559,14.902768,247.01988
Argentina,ARG,1990,0.41569316,0,0,0,49.203262,20.225,197.32025,12.266132,230.57684
Argentina,ARG,1991,0.4094003,0,0,0,44.081257,21.544443,200.9185,10.794012,241.39496
Argentina,ARG,1992,0.406206,0,0,0,53.236362,19.669443,217.2565,12.168164,253.73552
Argentina,ARG,1993,0.29998463,0,0,0,66.02307,21.527777,229.41275,8.069987,248.76807
Argentina,ARG,1994,0.30938876,0,0,0,75.79632,22.874998,235.83125,7.0651073,263.91055
Argentina,ARG,1995,0.37192538,0,0,0,73.62133,19.627777,262.47775,7.4141526,261.95877
Argentina,ARG,1996,0.6969395,0,0,0.026716666,62.421345,20.719444,301.18326,7.766816,261.80048
Argentina,ARG,1997,0.5586204,0,0,0.040533334,77.56851,22.113888,277.55148,6.127714,279.52618
Argentina,ARG,1998,0.6465414,0,4.72222E-05,0.09039166,73.54306,20.702778,296.70975,8.23741,289.11743
Argentina,ARG,1999,0.8187499,0,7.22222E-05,0.09661389,59.435528,19.738888,314.701,9.885469,296.58893
Argentina,ARG,2000,1.2063384,0,0.0001,0.09655,79.37566,17.158333,322.96722,7.5126476,269.79562
Argentina,ARG,2001,1.1343695,0,0.000118785,0.13635637,101.05021,19.5,302.35025,6.1568522,250.16501
Argentina,ARG,2002,1.656188,0,0.000128767,0.20110957,98.0242,15.947945,294.37576,4.5862966,236.54623
Argentina,ARG,2003,2.7518704,0,0.000177112,0.21240872,92.099655,20.615803,336.2905,5.593865,240.75447
Argentina,ARG,2004,2.7109761,0,0.000189702,0.19633064,82.55394,21.325203,368.09128,9.519819,261.0261
Argentina,ARG,2005,2.8640618,0,0.000217742,0.19279478,91.97886,18.475807,392.89,10.961645,272.52386
Argentina,ARG,2006,3.2697155,0,0.000240642,0.18620321,101.64495,20.644384,406.505,9.9238205,286.84134
Argentina,ARG,2007,3.3464108,0,0.000289628,0.16381118,83.03232,19.292555,427.12198,14.360361,316.03925
Argentina,ARG,2008,3.7686877,0,0.000379156,0.11068886,82.3211,19.509235,431.88724,17.51607,318.08936
Argentina,ARG,2009,3.7154243,0,0.000199696,0.09667067,90.86138,21.477688,418.3556,9.620938,301.67108
Argentina,ARG,2010,4.3042603,5.9234138,0.000223672,0.06601981,86.87476,18.776041,420.87415,13.47208,325.73422
Argentina,ARG,2011,4.34224,8.673224,0.004181347,0.068887435,80.79515,16.58031,438.3979,14.618646,338.19656
Argentina,ARG,2012,4.5409484,10.397099,0.021064347,0.9532525,75.16598,16.5,456.6421,13.669181,360.93686
Argentina,ARG,2013,4.7715893,11.902398,0.03855263,1.1594753,83.81426,15.87468,460.27692,14.939303,410.6305
Argentina,ARG,2014,4.633831,13.891245,0.040569976,1.5763129,82.48523,14.030534,461.5498,15.891717,393.0657
Argentina,ARG,2015,4.648035,15.130985,0.03717215,1.5021138,81.86701,17.820253,466.5257,15.81413,400.8621
Argentina,ARG,2016,3.6781874,16.037184,0.03586181,1.3752738,74.75575,20.816582,482.10013,12.188642,389.2025
Argentina,ARG,2017,4.5678077,18.427946,0.0410425,1.5289176,78.98571,15.219999,483.00027,12.525288,377.06842
Argentina,ARG,2018,4.4288235,17.594175,0.2689801,3.5142858,80.29519,17.094528,487.0214,13.709148,356.3348
Argentina,ARG,2019,4.6114106,17.97012,1.9794502,12.366253,68.08045,20.89604,465.58917,8.123962,320.13205
Argentina,ARG,2020,6.8735213,9.645983,3.3194025,23.236145,58.443707,24.718224,439.31247,10.015325,282.3385
Argentina,ARG,2021,7.0427136,10.419529,5.4251704,31.865887,48.3941,25.048508,459.3407,14.052402,340.6155
Argentina,ARG,2022,7.494013,13.999567,7.223781,34.80342,55.94494,18.351728,458.53778,14.891581,383.51245
Argentina,ARG,2023,7.511261,12.772841,7.9984097,35.313725,76.81319,21.861027,449.4753,13.303794,370.75543
Argentina,ARG,2024,8.232407,14.633476,9.671616,39.432907,72.36291,25.485405,456.22565,9.952372,339.03214
Asia,,1965,0.3125,0,0,0,396.96075,0.06944444,94.06829,2604.7842,2249.215
Asia,,1966,0.38125,0,0,0,414.01544,1.6222222,108.518105,2753.7832,2581.3262
Asia,,1967,0.540625,0,0,0,386.8075,1.7472222,126.20213,2667.211,2914.7913
Asia,,1968,0.559375,0,0,0,429.948,2.8999999,148.6373,2708.1685,3263.2776
Asia,,1969,0.55625004,0,0,0,446.34506,5.0188375,183.46782,3056.8274,3828.2593
Asia,,1970,1.2772,0,0,0,456.8926,16.358728,218.32819,3440.9536,4448.1787
Asia,,1971,1.2425344,0,0,0,499.77985,25.085781,249.00731,3699.0317,4877.737
Asia,,1972,1.3237219,0,0,0,516.8651,29.46374,276.8038,3842.575,5359.248
Asia,,1973,1.4093688,0,0,0,480.50812,33.445675,338.35263,3932.5076,6035.336
Asia,,1974,1.6079594,0,0,0,547.2598,61.18895,400.50275,4027.638,5968.0273
Asia,,1975,1.8703344,0,0,0,589.5468,77.43968,459.15326,4352.3564,6064.072
Asia,,1976,1.6517282,0,0,0,606.38983,103.47813,511.22635,4453.9956,6553.718
