Region,Variable,Year,Value
Oceania,USE|Inputs|Imports,2008,0.176
Other Asia,USE|Inputs|Imports,2008,1.507
Other Producers,USE|Inputs|Imports,2008,1.431
South America,USE|Inputs|Imports,2008,0.382
China,USE|Inputs|Imports,2007,0.667
Europe,USE|Inputs|Imports,2007,2.878
Japan,USE|Inputs|Imports,2007,0.917
Middle East,USE|Inputs|Imports,2007,0.906
Non Producers,USE|Inputs|Imports,2007,1.613
North America,USE|Inputs|Imports,2007,2.478
Oceania,USE|Inputs|Imports,2007,0.161
Other Asia,USE|Inputs|Imports,2007,1.346
Other Producers,USE|Inputs|Imports,2007,1.222
South America,USE|Inputs|Imports,2007,0.351
China,USE|Inputs|Imports,2006,0.785
Europe,USE|Inputs|Imports,2006,2.239
Japan,USE|Inputs|Imports,2006,0.892
Middle East,USE|Inputs|Imports,2006,0.711
Non Producers,USE|Inputs|Imports,2006,1.729
North America,USE|Inputs|Imports,2006,2.986
Oceania,USE|Inputs|Imports,2006,0.264
Other Asia,USE|Inputs|Imports,2006,1.002
Other Producers,USE|Inputs|Imports,2006,0.991
South America,USE|Inputs|Imports,2006,0.293
China,USE|Inputs|Imports,2005,0.648
Europe,USE|Inputs|Imports,2005,2.127
Japan,USE|Inputs|Imports,2005,0.731
Middle East,USE|Inputs|Imports,2005,0.618
Non Producers,USE|Inputs|Imports,2005,1.607
North America,USE|Inputs|Imports,2005,2.508
Oceania,USE|Inputs|Imports,2005,0.224
Other Asia,USE|Inputs|Imports,2005,0.919
Other Producers,USE|Inputs|Imports,2005,0.749
South America,USE|Inputs|Imports,2005,0.24
China,USE|Inputs|Imports,2004,0.687
Europe,USE|Inputs|Imports,2004,2.002
Japan,USE|Inputs|Imports,2004,0.615
Middle East,USE|Inputs|Imports,2004,0.525
Non Producers,USE|Inputs|Imports,2004,1.413
North America,USE|Inputs|Imports,2004,3.141
Oceania,USE|Inputs|Imports,2004,0.194
Other Asia,USE|Inputs|Imports,2004,0.81
Other Producers,USE|Inputs|Imports,2004,0.608
South America,USE|Inputs|Imports,2004,0.22
China,USE|Inputs|Imports,2003,0.616
Europe,USE|Inputs|Imports,2003,1.553
Japan,USE|Inputs|Imports,2003,0.522
Middle East,USE|Inputs|Imports,2003,0.457
Non Producers,USE|Inputs|Imports,2003,1.367
North America,USE|Inputs|Imports,2003,1.914
Oceania,USE|Inputs|Imports,2003,0.16
Other Asia,USE|Inputs|Imports,2003,0.855
Other Producers,USE|Inputs|Imports,2003,0.487
South America,USE|Inputs|Imports,2003,0.165
China,USE|Inputs|Imports,2002,0.619
Europe,USE|Inputs|Imports,2002,1.383
Japan,USE|Inputs|Imports,2002,0.497
Middle East,USE|Inputs|Imports,2002,0.449
Non Producers,USE|Inputs|Imports,2002,1.279
North America,USE|Inputs|Imports,2002,1.97
Oceania,USE|Inputs|Imports,2002,0.226
Other Asia,USE|Inputs|Imports,2002,0.738
Other Producers,USE|Inputs|Imports,2002,0.526
South America,USE|Inputs|Imports,2002,0.217
China,USE|Inputs|Imports,2001,0.514
Europe,USE|Inputs|Imports,2001,1.307
Japan,USE|Inputs|Imports,2001,0.456
Middle East,USE|Inputs|Imports,2001,0.468
Non Producers,USE|Inputs|Imports,2001,1.04
North America,USE|Inputs|Imports,2001,1.798
Oceania,USE|Inputs|Imports,2001,0.141
Other Asia,USE|Inputs|Imports,2001,0.786
Other Producers,USE|Inputs|Imports,2001,0.44
South America,USE|Inputs|Imports,2001,0.297
China,USE|Inputs|Imports,2000,0.501
Europe,USE|Inputs|Imports,2000,1.236
Japan,USE|Inputs|Imports,2000,0.426
Middle East,USE|Inputs|Imports,2000,0.387
Non Producers,USE|Inputs|Imports,2000,0.906
North America,USE|Inputs|Imports,2000,1.696
Oceania,USE|Inputs|Imports,2000,0.143
Other Asia,USE|Inputs|Imports,2000,0.742
Other Producers,USE|Inputs|Imports,2000,0.377
South America,USE|Inputs|Imports,2000,0.247
China,USE|Inputs|Imports,1999,0.609
Europe,USE|Inputs|Imports,1999,0.731
Japan,USE|Inputs|Imports,1999,0.273
Middle East,USE|Inputs|Imports,1999,0.359
Non Producers,USE|Inputs|Imports,1999,0.897
North America,USE|Inputs|Imports,1999,0.96
Oceania,USE|Inputs|Imports,1999,0.104
Other Asia,USE|Inputs|Imports,1999,0.481
Other Producers,USE|Inputs|Imports,1999,0.315
South America,USE|Inputs|Imports,1999,0.187
China,USE|Inputs|Imports,1998,0.438
Europe,USE|Inputs|Imports,1998,0.627
Japan,USE|Inputs|Imports,1998,0.242
Middle East,USE|Inputs|Imports,1998,0.213
Non Producers,USE|Inputs|Imports,1998,0.87
North America,USE|Inputs|Imports,1998,0.795
Oceania,USE|Inputs|Imports,1998,0.066
Other Asia,USE|Inputs|Imports,1998,0.322
Other Producers,USE|Inputs|Imports,1998,0.255
South America,USE|Inputs|Imports,1998,0.17
China,USE|Inputs|Imports,1997,0.389
Europe,USE|Inputs|Imports,1997,0.514
Japan,USE|Inputs|Imports,1997,0.248
Middle East,USE|Inputs|Imports,1997,0.181
Non Producers,USE|Inputs|Imports,1997,0.85
North America,USE|Inputs|Imports,1997,0.663
Oceania,USE|Inputs|Imports,1997,0.065
Other Asia,USE|Inputs|Imports,1997,0.51
Other Producers,USE|Inputs|Imports,1997,0.251
South America,USE|Inputs|Imports,1997,0.143
China,USE|Inputs|Imports,1996,0.395
Europe,USE|Inputs|Imports,1996,0.492
Japan,USE|Inputs|Imports,1996,0.259
Middle East,USE|Inputs|Imports,1996,0.16
Non Producers,USE|Inputs|Imports,1996,0.923
North America,USE|Inputs|Imports,1996,0.72
Oceania,USE|Inputs|Imports,1996,0.061
Other Asia,USE|Inputs|Imports,1996,0.693
Other Producers,USE|Inputs|Imports,1996,0.24
South America,USE|Inputs|Imports,1996,0.134
China,USE|Inputs|Imports,1995,0.37
Europe,USE|Inputs|Imports,1995,0.396
Japan,USE|Inputs|Imports,1995,0.213
Middle East,USE|Inputs|Imports,1995,0.137
Non Producers,USE|Inputs|Imports,1995,0.774
North America,USE|Inputs|Imports,1995,0.486
Oceania,USE|Inputs|Imports,1995,0.05
Other Asia,USE|Inputs|Imports,1995,0.434
Other Producers,USE|Inputs|Imports,1995,0.148
South America,USE|Inputs|Imports,1995,0.113
China,USE|Inputs|Imports,1994,0.326
Europe,USE|Inputs|Imports,1994,0.34
Japan,USE|Inputs|Imports,1994,0.22
Middle East,USE|Inputs|Imports,1994,0.183
Non Producers,USE|Inputs|Imports,1994,0.706
North America,USE|Inputs|Imports,1994,0.542
North America,USE|Inputs|Imports,1994,0.542
Other Asia,USE|Inputs|Imports,1994,0.362
Other Producers,USE|Inputs|Imports,1994,0.186
South America,USE|Inputs|Imports,1994,0.108
China,USE|Inputs|Imports,1993,0.297
Europe,USE|Inputs|Imports,1993,0.297
Japan,USE|Inputs|Imports,1993,0.12
Middle East,USE|Inputs|Imports,1993,0.154
Non Producers,USE|Inputs|Imports,1993,0.651
North America,USE|Inputs|Imports,1993,0.417
Oceania,USE|Inputs|Imports,1993,0.043
Other Asia,USE|Inputs|Imports,1993,0.294
Other Producers,USE|Inputs|Imports,1993,0.137
South America,USE|Inputs|Imports,1993,0.065
China,USE|Inputs|Imports,1992,0.237
Europe,USE|Inputs|Imports,1992,0.287
Japan,USE|Inputs|Imports,1992,0.112
Middle East,USE|Inputs|Imports,1992,0.163
Non Producers,USE|Inputs|Imports,1992,0.595
North America,USE|Inputs|Imports,1992,0.392
Oceania,USE|Inputs|Imports,1992,0.039
Other Asia,USE|Inputs|Imports,1992,0.269
Other Producers,USE|Inputs|Imports,1992,0.112
South America,USE|Inputs|Imports,1992,0.053
China,USE|Inputs|Imports,1991,0.202
Europe,USE|Inputs|Imports,1991,0.273
Japan,USE|Inputs|Imports,1991,0.114
Japan,USE|Inputs|Imports,1991,0.114
Non Producers,USE|Inputs|Imports,1991,0.56
North America,USE|Inputs|Imports,1991,0.368
Oceania,USE|Inputs|Imports,1991,0.035
Other Asia,USE|Inputs|Imports,1991,0.26
Other Producers,USE|Inputs|Imports,1991,0.109
South America,USE|Inputs|Imports,1991,0.043
South America,USE|Inputs|Imports,1991,0.043
China,USE|Inputs|Imports,1990,0.17
Europe,USE|Inputs|Imports,1990,0.282
Japan,USE|Inputs|Imports,1990,0.115
Non Producers,USE|Inputs|Imports,1990,0.48
North America,USE|Inputs|Imports,1990,0.36
Oceania,USE|Inputs|Imports,1990,0.041
Other Asia,USE|Inputs|Imports,1990,0.238
Other Producers,USE|Inputs|Imports,1990,0.103
South America,USE|Inputs|Imports,1990,0.03
China,USE|Inputs|Imports,1989,0.158
Europe,USE|Inputs|Imports,1989,0.259
Japan,USE|Inputs|Imports,1989,0.093
Middle East,USE|Inputs|Imports,1989,0.083
Non Producers,USE|Inputs|Imports,1989,0.437
North America,USE|Inputs|Imports,1989,0.378
Oceania,USE|Inputs|Imports,1989,0.042
Other Asia,USE|Inputs|Imports,1989,0.227
Other Producers,USE|Inputs|Imports,1989,0.098
South America,USE|Inputs|Imports,1989,0.026
China,USE|Inputs|Imports,1988,0.15
Europe,USE|Inputs|Imports,1988,0.293
Japan,USE|Inputs|Imports,1988,0.079
Japan,USE|Inputs|Imports,1988,0.079
Non Producers,USE|Inputs|Imports,1988,0.513
North America,USE|Inputs|Imports,1988,0.602
North America,USE|Inputs|Imports,1988,0.602
Other Asia,USE|Inputs|Imports,1988,0.162
Other Producers,USE|Inputs|Imports,1988,0.098
South America,USE|Inputs|Imports,1988,0.048
China,USE|Inputs|Imports,1987,0.116
Europe,USE|Inputs|Imports,1987,0.202
Japan,USE|Inputs|Imports,1987,0.054
Japan,USE|Inputs|Imports,1987,0.054
Non Producers,USE|Inputs|Imports,1987,0.482
North America,USE|Inputs|Imports,1987,0.551
Oceania,USE|Inputs|Imports,1987,0.033
Other Asia,USE|Inputs|Imports,1987,0.143
Other Producers,USE|Inputs|Imports,1987,0.11
South America,USE|Inputs|Imports,1987,0.042
China,USE|Inputs|Imports,1986,0.112
Europe,USE|Inputs|Imports,1986,0.178
Japan,USE|Inputs|Imports,1986,0.041
Middle East,USE|Inputs|Imports,1986,0.139
Middle East,USE|Inputs|Imports,1986,0.139
North America,USE|Inputs|Imports,1986,0.496
Oceania,USE|Inputs|Imports,1986,0.033
Other Asia,USE|Inputs|Imports,1986,0.133
Other Producers,USE|Inputs|Imports,1986,0.112
South America,USE|Inputs|Imports,1986,0.036
South America,USE|Inputs|Imports,1986,0.036
China,USE|Inputs|Imports,1985,0.138
Europe,USE|Inputs|Imports,1985,0.147
Japan,USE|Inputs|Imports,1985,0.037
Non Producers,USE|Inputs|Imports,1985,0.579
North America,USE|Inputs|Imports,1985,0.441
Oceania,USE|Inputs|Imports,1985,0.039
Other Asia,USE|Inputs|Imports,1985,0.164
Other Producers,USE|Inputs|Imports,1985,0.127
South America,USE|Inputs|Imports,1985,0.032
China,USE|Inputs|Imports,1984,0.082
Europe,USE|Inputs|Imports,1984,0.116
Japan,USE|Inputs|Imports,1984,0.033
Middle East,USE|Inputs|Imports,1984,0.234
Non Producers,USE|Inputs|Imports,1984,0.534
North America,USE|Inputs|Imports,1984,0.286
Oceania,USE|Inputs|Imports,1984,0.029
Other Asia,USE|Inputs|Imports,1984,0.166
Other Producers,USE|Inputs|Imports,1984,0.118
South America,USE|Inputs|Imports,1984,0.026
China,USE|Inputs|Imports,1983,0.051
Europe,USE|Inputs|Imports,1983,0.123
Japan,USE|Inputs|Imports,1983,0.025
Middle East,USE|Inputs|Imports,1983,0.31
Non Producers,USE|Inputs|Imports,1983,0.555
North America,USE|Inputs|Imports,1983,0.199
North America,USE|Inputs|Imports,1983,0.199
Other Asia,USE|Inputs|Imports,1983,0.174
Other Producers,USE|Inputs|Imports,1983,0.126
South America,USE|Inputs|Imports,1983,0.024
South America,USE|Inputs|Imports,1983,0.024
China,USE|Inputs|Imports,1982,0.052
Europe,USE|Inputs|Imports,1982,0.115
Japan,USE|Inputs|Imports,1982,0.022
Middle East,USE|Inputs|Imports,1982,0.293
Non Producers,USE|Inputs|Imports,1982,0.618
North America,USE|Inputs|Imports,1982,0.146
Oceania,USE|Inputs|Imports,1982,0.029
Other Asia,USE|Inputs|Imports,1982,0.154
Other Producers,USE|Inputs|Imports,1982,0.152
South America,USE|Inputs|Imports,1982,0.047
South America,USE|Inputs|Imports,1982,0.047
China,USE|Inputs|Imports,1981,0.066
Europe,USE|Inputs|Imports,1981,0.119
Japan,USE|Inputs|Imports,1981,0.022
Middle East,USE|Inputs|Imports,1981,0.288
Non Producers,USE|Inputs|Imports,1981,0.639
North America,USE|Inputs|Imports,1981,0.172
Oceania,USE|Inputs|Imports,1981,0.024
Oceania,USE|Inputs|Imports,1981,0.024
Other Producers,USE|Inputs|Imports,1981,0.164
South America,USE|Inputs|Imports,1981,0.061
China,USE|Inputs|Imports,1980,0.057
Europe,USE|Inputs|Imports,1980,0.13
Japan,USE|Inputs|Imports,1980,0.022
Non Producers,USE|Inputs|Imports,1980,0.565
North America,USE|Inputs|Imports,1980,0.179
Oceania,USE|Inputs|Imports,1980,0.023
Other Asia,USE|Inputs|Imports,1980,0.159
Other Producers,USE|Inputs|Imports,1980,0.138
South America,USE|Inputs|Imports,1980,0.049
China,USE|Inputs|Imports,1979,0.121
Europe,USE|Inputs|Imports,1979,0.115
Japan,USE|Inputs|Imports,1979,0.025
Middle East,USE|Inputs|Imports,1979,0.22
Non Producers,USE|Inputs|Imports,1979,0.465
North America,USE|Inputs|Imports,1979,0.201
North America,USE|Inputs|Imports,1979,0.201
Other Asia,USE|Inputs|Imports,1979,0.12
Other Producers,USE|Inputs|Imports,1979,0.116
South America,USE|Inputs|Imports,1979,0.079
China,USE|Inputs|Imports,1978,0.034
Europe,USE|Inputs|Imports,1978,0.158
Japan,USE|Inputs|Imports,1978,0.035
Middle East,USE|Inputs|Imports,1978,0.281
Non Producers,USE|Inputs|Imports,1978,0.457
North America,USE|Inputs|Imports,1978,0.225
North America,USE|Inputs|Imports,1978,0.225
Other Asia,USE|Inputs|Imports,1978,0.116
Other Producers,USE|Inputs|Imports,1978,0.137
South America,USE|Inputs|Imports,1978,0.072
South America,USE|Inputs|Imports,1978,0.072
China,USE|Inputs|Imports,1977,0.024
Europe,USE|Inputs|Imports,1977,0.046
Japan,USE|Inputs|Imports,1977,0.011
Japan,USE|Inputs|Imports,1977,0.011
Non Producers,USE|Inputs|Imports,1977,0.366
North America,USE|Inputs|Imports,1977,0.121
Oceania,USE|Inputs|Imports,1977,0.018
Oceania,USE|Inputs|Imports,1977,0.018
Other Producers,USE|Inputs|Imports,1977,0.135
South America,USE|Inputs|Imports,1977,0.051
South America,USE|Inputs|Imports,1977,0.051
China,USE|Inputs|Imports,1976,0.02
Europe,USE|Inputs|Imports,1976,0.047
Japan,USE|Inputs|Imports,1976,0.01
Middle East,USE|Inputs|Imports,1976,0.164
Non Producers,USE|Inputs|Imports,1976,0.347
North America,USE|Inputs|Imports,1976,0.117
North America,USE|Inputs|Imports,1976,0.117
Other Asia,USE|Inputs|Imports,1976,0.077
Other Producers,USE|Inputs|Imports,1976,0.115
South America,USE|Inputs|Imports,1976,0.03
Europe,USE|Inputs|Imports,1975,0.037
Japan,USE|Inputs|Imports,1975,0.009
Middle East,USE|Inputs|Imports,1975,0.12
Non Producers,USE|Inputs|Imports,1975,0.331
North America,USE|Inputs|Imports,1975,0.103
Other Asia,USE|Inputs|Imports,1975,0.076
Other Producers,USE|Inputs|Imports,1975,0.117
South America,USE|Inputs|Imports,1975,0.033
Europe,USE|Inputs|Imports,1974,0.043
Japan,USE|Inputs|Imports,1974,0.014
Japan,USE|Inputs|Imports,1974,0.014
Non Producers,USE|Inputs|Imports,1974,0.277
North America,USE|Inputs|Imports,1974,0.123
North America,USE|Inputs|Imports,1974,0.123
Other Asia,USE|Inputs|Imports,1974,0.081
Other Producers,USE|Inputs|Imports,1974,0.074
South America,USE|Inputs|Imports,1974,0.031
South America,USE|Inputs|Imports,1974,0.031
China,USE|Inputs|Imports,1973,0.015
Europe,USE|Inputs|Imports,1973,0.038
Japan,USE|Inputs|Imports,1973,0.012
Middle East,USE|Inputs|Imports,1973,0.053
Non Producers,USE|Inputs|Imports,1973,0.199
North America,USE|Inputs|Imports,1973,0.119
Oceania,USE|Inputs|Imports,1973,0.015
Other Asia,USE|Inputs|Imports,1973,0.062
Other Producers,USE|Inputs|Imports,1973,0.053
South America,USE|Inputs|Imports,1973,0.028
China,USE|Inputs|Imports,1972,0.012
Europe,USE|Inputs|Imports,1972,0.033
Japan,USE|Inputs|Imports,1972,0.006
Middle East,USE|Inputs|Imports,1972,0.038
Non Producers,USE|Inputs|Imports,1972,0.175
North America,USE|Inputs|Imports,1972,0.123
North America,USE|Inputs|Imports,1972,0.123
Other Asia,USE|Inputs|Imports,1972,0.056
Other Producers,USE|Inputs|Imports,1972,0.053
South America,USE|Inputs|Imports,1972,0.032
Europe,USE|Inputs|Imports,1971,0.034
Japan,USE|Inputs|Imports,1971,0.006
Japan,USE|Inputs|Imports,1971,0.006
Middle East,USE|Inputs|Imports,1971,0.053
North America,USE|Inputs|Imports,1971,0.132
North America,USE|Inputs|Imports,1971,0.132
Other Asia,USE|Inputs|Imports,1971,0.053
Other Producers,USE|Inputs|Imports,1971,0.06
South America,USE|Inputs|Imports,1971,0.031
South America,USE|Inputs|Imports,1971,0.031
China,USE|Inputs|Imports,1970,0.013
Europe,USE|Inputs|Imports,1970,0.033
Japan,USE|Inputs|Imports,1970,0.005
Non Producers,USE|Inputs|Imports,1970,0.274
North America,USE|Inputs|Imports,1970,0.127
Oceania,USE|Inputs|Imports,1970,0.015
Other Producers,USE|Inputs|Imports,1970,0.047
Europe,USE|Inputs|Imports,1969,0.014
Japan,USE|Inputs|Imports,1969,0.004
Japan,USE|Inputs|Imports,1969,0.004
Non Producers,USE|Inputs|Imports,1969,0.162
North America,USE|Inputs|Imports,1969,0.1
North America,USE|Inputs|Imports,1969,0.1
Other Asia,USE|Inputs|Imports,1969,0.038
Other Producers,USE|Inputs|Imports,1969,0.043
Other Producers,USE|Inputs|Imports,1969,0.043
Other Producers,USE|Inputs|Imports,1969,0.043
China,USE|Inputs|Imports,1968,0.008
Europe,USE|Inputs|Imports,1968,0.012
Japan,USE|Inputs|Imports,1968,0.003
Middle East,USE|Inputs|Imports,1968,0.028
Non Producers,USE|Inputs|Imports,1968,0.136
North America,USE|Inputs|Imports,1968,0.089
North America,USE|Inputs|Imports,1968,0.089
Oceania,USE|Inputs|Imports,1968,0.012
Other Producers,USE|Inputs|Imports,1968,0.037
South America,USE|Inputs|Imports,1968,0.02
Europe,USE|Inputs|Imports,1967,0.011
Japan,USE|Inputs|Imports,1967,0.003
Middle East,USE|Inputs|Imports,1967,0.021
Non Producers,USE|Inputs|Imports,1967,0.127
North America,USE|Inputs|Imports,1967,0.074
North America,USE|Inputs|Imports,1967,0.074
Oceania,USE|Inputs|Imports,1967,0.013
Other Producers,USE|Inputs|Imports,1967,0.038
South America,USE|Inputs|Imports,1967,0.017
South America,USE|Inputs|Imports,1967,0.017
Europe,USE|Inputs|Imports,1966,0.011
Japan,USE|Inputs|Imports,1966,0.003
Middle East,USE|Inputs|Imports,1966,0.019
Non Producers,USE|Inputs|Imports,1966,0.122
North America,USE|Inputs|Imports,1966,0.072
North America,USE|Inputs|Imports,1966,0.072
Other Asia,USE|Inputs|Imports,1966,0.034
Other Producers,USE|Inputs|Imports,1966,0.04
Other Producers,USE|Inputs|Imports,1966,0.04
Other Producers,USE|Inputs|Imports,1966,0.04
Other Producers,USE|Inputs|Imports,1966,0.04
China,USE|Inputs|Imports,1965,0.019
Europe,USE|Inputs|Imports,1965,0.02
North America,USE|Inputs|Imports,1965,0.072
Oceania,USE|Inputs|Imports,1965,0.018
Other Producers,USE|Inputs|Imports,1965,0.044
South America,USE|Inputs|Imports,1965,0.012
Europe,USE|Inputs|Imports,1964,0.034
Japan,USE|Inputs|Imports,1964,0.01
Japan,USE|Inputs|Imports,1964,0.01
Middle East,USE|Inputs|Imports,1964,0.009
North America,USE|Inputs|Imports,1964,0.048
Oceania,USE|Inputs|Imports,1964,0.018
Other Asia,USE|Inputs|Imports,1964,0.057
Other Producers,USE|Inputs|Imports,1964,0.036
South America,USE|Inputs|Imports,1964,0.011
South America,USE|Inputs|Imports,1964,0.011
China,USE|Inputs|Imports,1963,0.008
Europe,USE|Inputs|Imports,1963,0.01
Europe,USE|Inputs|Imports,1963,0.01
Middle East,USE|Inputs|Imports,1963,0.009
Non Producers,USE|Inputs|Imports,1963,0.11
North America,USE|Inputs|Imports,1963,0.05
North America,USE|Inputs|Imports,1963,0.05
Oceania,USE|Inputs|Imports,1963,0.02
Other Producers,USE|Inputs|Imports,1963,0.036
Other Producers,USE|Inputs|Imports,1963,0.036
China,USE|Inputs|Imports,1962,0.006
Europe,USE|Inputs|Imports,1962,0.007
Japan,USE|Inputs|Imports,1962,0.002
Japan,USE|Inputs|Imports,1962,0.002
Middle East,USE|Inputs|Imports,1962,0.007
North America,USE|Inputs|Imports,1962,0.045
North America,USE|Inputs|Imports,1962,0.045
Oceania,USE|Inputs|Imports,1962,0.013
Other Producers,USE|Inputs|Imports,1962,0.024
South America,USE|Inputs|Imports,1962,0.017
China,MANUFACTURING|Outputs|Exports,2021,12.807
Europe,MANUFACTURING|Outputs|Exports,2021,3.04
Japan,MANUFACTURING|Outputs|Exports,2021,1.217
