node_loc,technology,year_act,value,unit,mode,time
R12_EEU,LNG_tanker_LNG,2025,19802.7990096,Mt-km,EEU-LAM,year
R12_EEU,LNG_tanker_LNG,2025,258562.20479040002,Mt-km,EEU-MEA,year
R12_EEU,LNG_tanker_LNG,2025,1260892.6475376002,Mt-km,EEU-NAM,year
R12_EEU,LNG_tanker_LNG,2025,21998844.991188,Mt-km,EEU-WEU,year
R12_FSU,LNG_tanker_LNG,2025,925.71516,Mt-km,FSU-AFR,year
R12_FSU,LNG_tanker_LNG,2025,4621229.2222504,Mt-km,FSU-CHN,year
R12_FSU,LNG_tanker_LNG,2025,1376739.989976,Mt-km,FSU-EEU,year
R12_FSU,LNG_tanker_LNG,2025,783648.9955872,Mt-km,FSU-LAM,year
R12_FSU,LNG_tanker_LNG,2025,593996.5085056,Mt-km,FSU-MEA,year
R12_FSU,LNG_tanker_LNG,2025,923.026968,Mt-km,FSU-NAM,year
R12_FSU,LNG_tanker_LNG,2025,16960695.9330512,Mt-km,FSU-PAO,year
R12_FSU,LNG_tanker_LNG,2025,6732514.6612896,Mt-km,FSU-PAS,year
R12_FSU,LNG_tanker_LNG,2025,309073993.37894404,Mt-km,FSU-WEU,year
R12_LAM,LNG_tanker_LNG,2025,16602289.314307202,Mt-km,LAM-AFR,year
R12_LAM,LNG_tanker_LNG,2025,155343435.9217832,Mt-km,LAM-CHN,year
R12_LAM,LNG_tanker_LNG,2025,6021.358771200001,Mt-km,LAM-EEU,year
R12_LAM,LNG_tanker_LNG,2025,1977.0226304,Mt-km,LAM-FSU,year
R12_LAM,LNG_tanker_LNG,2025,5292569.0358008,Mt-km,LAM-MEA,year
R12_LAM,LNG_tanker_LNG,2025,3775051870.4915376,Mt-km,LAM-NAM,year
R12_LAM,LNG_tanker_LNG,2025,577855856.7657737,Mt-km,LAM-PAO,year
R12_LAM,LNG_tanker_LNG,2025,1019465645.9302561,Mt-km,LAM-PAS,year
R12_LAM,LNG_tanker_LNG,2025,797.6379424,Mt-km,LAM-RCPA,year
R12_LAM,LNG_tanker_LNG,2025,55083.610915200006,Mt-km,LAM-SAS,year
R12_LAM,LNG_tanker_LNG,2025,136605031.63868,Mt-km,LAM-WEU,year
R12_MEA,LNG_tanker_LNG,2025,20045414.563904,Mt-km,MEA-AFR,year
R12_MEA,LNG_tanker_LNG,2025,717656957.758008,Mt-km,MEA-CHN,year
R12_MEA,LNG_tanker_LNG,2025,497103.8139312,Mt-km,MEA-EEU,year
R12_MEA,LNG_tanker_LNG,2025,817855.3508424,Mt-km,MEA-FSU,year
R12_MEA,LNG_tanker_LNG,2025,8887766.4717016,Mt-km,MEA-LAM,year
R12_MEA,LNG_tanker_LNG,2025,96118083.9859968,Mt-km,MEA-NAM,year
R12_MEA,LNG_tanker_LNG,2025,437891205.4927648,Mt-km,MEA-PAO,year
R12_MEA,LNG_tanker_LNG,2025,2505619830.0745683,Mt-km,MEA-PAS,year
R12_MEA,LNG_tanker_LNG,2025,389656.1180208,Mt-km,MEA-RCPA,year
R12_MEA,LNG_tanker_LNG,2025,1774666252.790741,Mt-km,MEA-SAS,year
R12_MEA,LNG_tanker_LNG,2025,1808133744.3703103,Mt-km,MEA-WEU,year
R12_NAM,LNG_tanker_LNG,2025,44532718.429056,Mt-km,NAM-AFR,year
R12_NAM,LNG_tanker_LNG,2025,2716327.6906912,Mt-km,NAM-CHN,year
R12_NAM,LNG_tanker_LNG,2025,2460448.898992,Mt-km,NAM-EEU,year
R12_NAM,LNG_tanker_LNG,2025,3669554188.7879024,Mt-km,NAM-LAM,year
R12_NAM,LNG_tanker_LNG,2025,173911053.65420163,Mt-km,NAM-MEA,year
R12_NAM,LNG_tanker_LNG,2025,4012143.6046559997,Mt-km,NAM-PAO,year
R12_NAM,LNG_tanker_LNG,2025,114658658.1076248,Mt-km,NAM-PAS,year
R12_NAM,LNG_tanker_LNG,2025,5677.901120800001,Mt-km,NAM-RCPA,year
R12_NAM,LNG_tanker_LNG,2025,10378290.119273601,Mt-km,NAM-SAS,year
R12_NAM,LNG_tanker_LNG,2025,1465850670.6768553,Mt-km,NAM-WEU,year
R12_PAO,LNG_tanker_LNG,2025,2657295.263812,Mt-km,PAO-AFR,year
R12_PAO,LNG_tanker_LNG,2025,1204684258.0943432,Mt-km,PAO-CHN,year
R12_PAO,LNG_tanker_LNG,2025,19937454.648566402,Mt-km,PAO-FSU,year
R12_PAO,LNG_tanker_LNG,2025,366280940.3903328,Mt-km,PAO-LAM,year
R12_PAO,LNG_tanker_LNG,2025,133104513.65127681,Mt-km,PAO-MEA,year
R12_PAO,LNG_tanker_LNG,2025,3354108.1970400005,Mt-km,PAO-NAM,year
R12_PAO,LNG_tanker_LNG,2025,3316284745.286885,Mt-km,PAO-PAS,year
R12_PAO,LNG_tanker_LNG,2025,15488.828560000002,Mt-km,PAO-RCPA,year
R12_PAO,LNG_tanker_LNG,2025,2024198.0775800003,Mt-km,PAO-SAS,year
R12_PAO,LNG_tanker_LNG,2025,107755.5460608,Mt-km,PAO-WEU,year
R12_PAS,LNG_tanker_LNG,2025,178043538.90486002,Mt-km,PAS-AFR,year
R12_PAS,LNG_tanker_LNG,2025,790713946.9100001,Mt-km,PAS-CHN,year
R12_PAS,LNG_tanker_LNG,2025,16043344.433459202,Mt-km,PAS-FSU,year
R12_PAS,LNG_tanker_LNG,2025,1323744980.2848961,Mt-km,PAS-LAM,year
R12_PAS,LNG_tanker_LNG,2025,4705351707.046536,Mt-km,PAS-MEA,year
R12_PAS,LNG_tanker_LNG,2025,134764172.3418608,Mt-km,PAS-NAM,year
R12_PAS,LNG_tanker_LNG,2025,3268096616.3208003,Mt-km,PAS-PAO,year
R12_PAS,LNG_tanker_LNG,2025,478415.140992,Mt-km,PAS-RCPA,year
R12_PAS,LNG_tanker_LNG,2025,40404794.761912,Mt-km,PAS-SAS,year
R12_PAS,LNG_tanker_LNG,2025,746767.7405664,Mt-km,PAS-WEU,year
R12_RCPA,LNG_tanker_LNG,2025,43701.3539136,Mt-km,RCPA-CHN,year
R12_RCPA,LNG_tanker_LNG,2025,207803.2650432,Mt-km,RCPA-MEA,year
R12_RCPA,LNG_tanker_LNG,2025,89.5139168,Mt-km,RCPA-NAM,year
R12_RCPA,LNG_tanker_LNG,2025,12991.843864800001,Mt-km,RCPA-PAO,year
R12_RCPA,LNG_tanker_LNG,2025,1126097.7310456,Mt-km,RCPA-PAS,year
R12_RCPA,LNG_tanker_LNG,2025,2474.1780120000003,Mt-km,RCPA-SAS,year
R12_SAS,LNG_tanker_LNG,2025,82356802.7890608,Mt-km,SAS-AFR,year
R12_SAS,LNG_tanker_LNG,2025,341919.970308,Mt-km,SAS-CHN,year
R12_SAS,LNG_tanker_LNG,2025,1949.6621592000001,Mt-km,SAS-FSU,year
R12_SAS,LNG_tanker_LNG,2025,698271.7976064001,Mt-km,SAS-LAM,year
R12_SAS,LNG_tanker_LNG,2025,1943501258.0445337,Mt-km,SAS-MEA,year
R12_SAS,LNG_tanker_LNG,2025,4606400.9326032,Mt-km,SAS-NAM,year
R12_SAS,LNG_tanker_LNG,2025,1395168.6526544,Mt-km,SAS-PAO,year
R12_SAS,LNG_tanker_LNG,2025,30667058.816486403,Mt-km,SAS-PAS,year
R12_SAS,LNG_tanker_LNG,2025,459.94494480000003,Mt-km,SAS-RCPA,year
R12_SAS,LNG_tanker_LNG,2025,131570.83676960002,Mt-km,SAS-WEU,year
R12_WEU,LNG_tanker_LNG,2025,263214089.77398083,Mt-km,WEU-AFR,year
R12_WEU,LNG_tanker_LNG,2025,169652.1467704,Mt-km,WEU-CHN,year
R12_WEU,LNG_tanker_LNG,2025,17942243.4988832,Mt-km,WEU-EEU,year
R12_WEU,LNG_tanker_LNG,2025,308266228.35490483,Mt-km,WEU-FSU,year
R12_WEU,LNG_tanker_LNG,2025,127458186.09992002,Mt-km,WEU-LAM,year
R12_WEU,LNG_tanker_LNG,2025,1729496966.5550976,Mt-km,WEU-MEA,year
R12_WEU,LNG_tanker_LNG,2025,1768602369.0219457,Mt-km,WEU-NAM,year
R12_WEU,LNG_tanker_LNG,2025,103576.37349760001,Mt-km,WEU-PAO,year
R12_WEU,LNG_tanker_LNG,2025,548482.91904,Mt-km,WEU-PAS,year
R12_WEU,LNG_tanker_LNG,2025,64727.53107600001,Mt-km,WEU-SAS,year
R12_AFR,LNG_tanker_loil,2025,29712571.792686,Mt-km,AFR-CHN,year
R12_AFR,LNG_tanker_loil,2025,3363.991046,Mt-km,AFR-EEU,year
R12_AFR,LNG_tanker_loil,2025,24431208.439165,Mt-km,AFR-LAM,year
R12_AFR,LNG_tanker_loil,2025,17677292.276386,Mt-km,AFR-MEA,year
R12_AFR,LNG_tanker_loil,2025,43833557.048314,Mt-km,AFR-NAM,year
R12_AFR,LNG_tanker_loil,2025,5047244.496156,Mt-km,AFR-PAO,year
R12_AFR,LNG_tanker_loil,2025,144663363.13302,Mt-km,AFR-PAS,year
R12_AFR,LNG_tanker_loil,2025,2257.352247,Mt-km,AFR-RCPA,year
R12_AFR,LNG_tanker_loil,2025,119861887.45677,Mt-km,AFR-SAS,year
R12_AFR,LNG_tanker_loil,2025,332342501.807904,Mt-km,AFR-WEU,year
R12_CHN,LNG_tanker_loil,2025,7513487.106125,Mt-km,CHN-AFR,year
R12_CHN,LNG_tanker_loil,2025,2790226.022008,Mt-km,CHN-FSU,year
R12_CHN,LNG_tanker_loil,2025,261393891.030615,Mt-km,CHN-LAM,year
R12_CHN,LNG_tanker_loil,2025,260876391.849459,Mt-km,CHN-MEA,year
R12_CHN,LNG_tanker_loil,2025,3891874.981434,Mt-km,CHN-NAM,year
R12_CHN,LNG_tanker_loil,2025,1194680126.23491,Mt-km,CHN-PAO,year
R12_CHN,LNG_tanker_loil,2025,1930885733.113526,Mt-km,CHN-PAS,year
R12_CHN,LNG_tanker_loil,2025,96320.977878,Mt-km,CHN-RCPA,year
R12_CHN,LNG_tanker_loil,2025,839640.614598,Mt-km,CHN-SAS,year
R12_CHN,LNG_tanker_loil,2025,56830.81716,Mt-km,CHN-WEU,year
R12_EEU,LNG_tanker_loil,2025,7456.317552,Mt-km,EEU-AFR,year
R12_EEU,LNG_tanker_loil,2025,2312797.280954,Mt-km,EEU-FSU,year
R12_EEU,LNG_tanker_loil,2025,24753.498762,Mt-km,EEU-LAM,year
R12_EEU,LNG_tanker_loil,2025,323202.755988,Mt-km,EEU-MEA,year
R12_EEU,LNG_tanker_loil,2025,1576115.809422,Mt-km,EEU-NAM,year
R12_EEU,LNG_tanker_loil,2025,27498556.238985,Mt-km,EEU-WEU,year
R12_FSU,LNG_tanker_loil,2025,1157.14395,Mt-km,FSU-AFR,year
R12_FSU,LNG_tanker_loil,2025,5776536.527813,Mt-km,FSU-CHN,year
R12_FSU,LNG_tanker_loil,2025,1720924.98747,Mt-km,FSU-EEU,year
R12_FSU,LNG_tanker_loil,2025,979561.244484,Mt-km,FSU-LAM,year
R12_FSU,LNG_tanker_loil,2025,742495.635632,Mt-km,FSU-MEA,year
R12_FSU,LNG_tanker_loil,2025,1153.78371,Mt-km,FSU-NAM,year
R12_FSU,LNG_tanker_loil,2025,21200869.916314,Mt-km,FSU-PAO,year
R12_FSU,LNG_tanker_loil,2025,8415643.326612,Mt-km,FSU-PAS,year
R12_FSU,LNG_tanker_loil,2025,386342491.72368,Mt-km,FSU-WEU,year
R12_LAM,LNG_tanker_loil,2025,20752861.642884,Mt-km,LAM-AFR,year
R12_LAM,LNG_tanker_loil,2025,194179294.902229,Mt-km,LAM-CHN,year
R12_LAM,LNG_tanker_loil,2025,7526.698464,Mt-km,LAM-EEU,year
R12_LAM,LNG_tanker_loil,2025,2471.278288,Mt-km,LAM-FSU,year
R12_LAM,LNG_tanker_loil,2025,6615711.294751,Mt-km,LAM-MEA,year
R12_LAM,LNG_tanker_loil,2025,4718814838.114422,Mt-km,LAM-NAM,year
R12_LAM,LNG_tanker_loil,2025,722319820.957217,Mt-km,LAM-PAO,year
R12_LAM,LNG_tanker_loil,2025,1274332057.41282,Mt-km,LAM-PAS,year
R12_LAM,LNG_tanker_loil,2025,997.047428,Mt-km,LAM-RCPA,year
R12_LAM,LNG_tanker_loil,2025,68854.513644,Mt-km,LAM-SAS,year
R12_LAM,LNG_tanker_loil,2025,170756289.54835,Mt-km,LAM-WEU,year
R12_MEA,LNG_tanker_loil,2025,25056768.20488,Mt-km,MEA-AFR,year
R12_MEA,LNG_tanker_loil,2025,897071197.19751,Mt-km,MEA-CHN,year
R12_MEA,LNG_tanker_loil,2025,621379.767414,Mt-km,MEA-EEU,year
R12_MEA,LNG_tanker_loil,2025,1022319.188553,Mt-km,MEA-FSU,year
R12_MEA,LNG_tanker_loil,2025,11109708.089627,Mt-km,MEA-LAM,year
R12_MEA,LNG_tanker_loil,2025,120147604.982496,Mt-km,MEA-NAM,year
R12_MEA,LNG_tanker_loil,2025,547364006.865956,Mt-km,MEA-PAO,year
R12_MEA,LNG_tanker_loil,2025,3132024787.59321,Mt-km,MEA-PAS,year
R12_MEA,LNG_tanker_loil,2025,487070.147526,Mt-km,MEA-RCPA,year
R12_MEA,LNG_tanker_loil,2025,2218332815.988426,Mt-km,MEA-SAS,year
R12_MEA,LNG_tanker_loil,2025,2260167180.462888,Mt-km,MEA-WEU,year
R12_NAM,LNG_tanker_loil,2025,55665898.03632,Mt-km,NAM-AFR,year
R12_NAM,LNG_tanker_loil,2025,3395409.613364,Mt-km,NAM-CHN,year
R12_NAM,LNG_tanker_loil,2025,3075561.12374,Mt-km,NAM-EEU,year
R12_NAM,LNG_tanker_loil,2025,4586942735.984878,Mt-km,NAM-LAM,year
R12_NAM,LNG_tanker_loil,2025,217388817.067752,Mt-km,NAM-MEA,year
R12_NAM,LNG_tanker_loil,2025,5015179.50582,Mt-km,NAM-PAO,year
R12_NAM,LNG_tanker_loil,2025,143323322.634531,Mt-km,NAM-PAS,year
R12_NAM,LNG_tanker_loil,2025,7097.376401,Mt-km,NAM-RCPA,year
R12_NAM,LNG_tanker_loil,2025,12972862.649092,Mt-km,NAM-SAS,year
R12_NAM,LNG_tanker_loil,2025,1832313338.346069,Mt-km,NAM-WEU,year
R12_PAO,LNG_tanker_loil,2025,3321619.079765,Mt-km,PAO-AFR,year
R12_PAO,LNG_tanker_loil,2025,1505855322.617929,Mt-km,PAO-CHN,year
R12_PAO,LNG_tanker_loil,2025,24921818.310708,Mt-km,PAO-FSU,year
R12_PAO,LNG_tanker_loil,2025,457851175.487916,Mt-km,PAO-LAM,year
R12_PAO,LNG_tanker_loil,2025,166380642.064096,Mt-km,PAO-MEA,year
R12_PAO,LNG_tanker_loil,2025,4192635.2463,Mt-km,PAO-NAM,year
R12_PAO,LNG_tanker_loil,2025,4145355931.608606,Mt-km,PAO-PAS,year
R12_PAO,LNG_tanker_loil,2025,19361.0357,Mt-km,PAO-RCPA,year
R12_PAO,LNG_tanker_loil,2025,2530247.596975,Mt-km,PAO-SAS,year
R12_PAO,LNG_tanker_loil,2025,134694.432576,Mt-km,PAO-WEU,year
R12_PAS,LNG_tanker_loil,2025,222554423.631075,Mt-km,PAS-AFR,year
R12_PAS,LNG_tanker_loil,2025,988392433.6375,Mt-km,PAS-CHN,year
R12_PAS,LNG_tanker_loil,2025,20054180.541824,Mt-km,PAS-FSU,year
R12_PAS,LNG_tanker_loil,2025,1654681225.35612,Mt-km,PAS-LAM,year
R12_PAS,LNG_tanker_loil,2025,5881689633.80817,Mt-km,PAS-MEA,year
R12_PAS,LNG_tanker_loil,2025,168455215.427326,Mt-km,PAS-NAM,year
R12_PAS,LNG_tanker_loil,2025,4085120770.401,Mt-km,PAS-PAO,year
R12_PAS,LNG_tanker_loil,2025,598018.92624,Mt-km,PAS-RCPA,year
R12_PAS,LNG_tanker_loil,2025,50505993.45239,Mt-km,PAS-SAS,year
R12_PAS,LNG_tanker_loil,2025,933459.675708,Mt-km,PAS-WEU,year
R12_RCPA,LNG_tanker_loil,2025,54626.692392,Mt-km,RCPA-CHN,year
R12_RCPA,LNG_tanker_loil,2025,259754.081304,Mt-km,RCPA-MEA,year
R12_RCPA,LNG_tanker_loil,2025,111.892396,Mt-km,RCPA-NAM,year
R12_RCPA,LNG_tanker_loil,2025,16239.804831,Mt-km,RCPA-PAO,year
R12_RCPA,LNG_tanker_loil,2025,1407622.163807,Mt-km,RCPA-PAS,year
R12_RCPA,LNG_tanker_loil,2025,3092.722515,Mt-km,RCPA-SAS,year
R12_SAS,LNG_tanker_loil,2025,102946003.486326,Mt-km,SAS-AFR,year
R12_SAS,LNG_tanker_loil,2025,427399.962885,Mt-km,SAS-CHN,year
R12_SAS,LNG_tanker_loil,2025,2437.077699,Mt-km,SAS-FSU,year
R12_SAS,LNG_tanker_loil,2025,872839.747008,Mt-km,SAS-LAM,year
R12_SAS,LNG_tanker_loil,2025,2429376572.555667,Mt-km,SAS-MEA,year
R12_SAS,LNG_tanker_loil,2025,5758001.165754,Mt-km,SAS-NAM,year
R12_SAS,LNG_tanker_loil,2025,1743960.815818,Mt-km,SAS-PAO,year
R12_SAS,LNG_tanker_loil,2025,38333823.520608,Mt-km,SAS-PAS,year
R12_SAS,LNG_tanker_loil,2025,574.931181,Mt-km,SAS-RCPA,year
R12_SAS,LNG_tanker_loil,2025,164463.545962,Mt-km,SAS-WEU,year
R12_WEU,LNG_tanker_loil,2025,329017612.217476,Mt-km,WEU-AFR,year
R12_WEU,LNG_tanker_loil,2025,212065.183463,Mt-km,WEU-CHN,year
R12_WEU,LNG_tanker_loil,2025,22427804.373604,Mt-km,WEU-EEU,year
R12_WEU,LNG_tanker_loil,2025,385332785.443631,Mt-km,WEU-FSU,year
R12_WEU,LNG_tanker_loil,2025,159322732.6249,Mt-km,WEU-LAM,year
R12_WEU,LNG_tanker_loil,2025,2161871208.193872,Mt-km,WEU-MEA,year
R12_WEU,LNG_tanker_loil,2025,2210752961.277432,Mt-km,WEU-NAM,year
R12_WEU,LNG_tanker_loil,2025,129470.466872,Mt-km,WEU-PAO,year
R12_WEU,LNG_tanker_loil,2025,685603.6488,Mt-km,WEU-PAS,year
R12_WEU,LNG_tanker_loil,2025,80909.413845,Mt-km,WEU-SAS,year
